state_fips,state_abb,state_name,year,n_obs,n_weighted,n_immigrants,immigrant_share,mean_earn,mean_ln_earn,median_earn,share_college,share_female,mean_age
37,NC,North Carolina,2000,283,665435.71,18593.11,0.027941256714341348,691.6599765137343,6.3275294196057015,558,0.30292966994512516,0.4939925751805535,41.399376417595626
37,NC,North Carolina,2010,199,534652.89,47954.96,0.08969363281661116,754.440822081781,6.401852090689705,600,0.33730589205269235,0.5382313560485944,43.931713471145734
37,NC,North Carolina,2020,211,656715.3133,87569.50140000001,0.1333446923294091,1033.8628541410928,6.736842670520518,865,0.40370771159235574,0.4831030522278518,44.67484699477008
38,ND,North Dakota,2000,121,53726.9,2372.78,0.044163724316869206,461.70895826857685,5.969261315324644,400,0.2496161140881011,0.5591956729310643,40.123375255225966
38,ND,North Dakota,2010,173,53331.84,1221.46,0.022903016284455967,789.38019333291345,6.468828358622421,734,0.42469207887820865,0.5494072584032353,44.4781243249811
38,ND,North Dakota,2020,157,58663.278,1896.4957,0.032328498588162766,981.0574632498375,6.734601670809319,855,0.35646958050997424,0.4927933058906118,41.75637872128455
39,OH,Ohio,2000,423,1039499.49,43206.13,0.04156435901666484,704.9044390873149,6.348450647109745,600,0.3349935842681366,0.4826895008866238,41.430150889251514
39,OH,Ohio,2010,321,761709.55,23107.73,0.030336668353442592,862.2491650393513,6.495703513777443,750,0.3354499231367127,0.5259001150766719,45.28738698366064
39,OH,Ohio,2020,246,822200.7247,56016.2496,0.0681296524281694,1137.1288846899747,6.83841623147722,1038,0.42498638532275185,0.5019089094704613,43.18213509390257
40,OK,Oklahoma,2000,147,253712.73,12838.9,0.05060408281444924,635.4783255455885,6.227988136941804,531,0.36156664271438016,0.49753116447881823,43.04224888518601
40,OK,Oklahoma,2010,109,178764.79,8902.13,0.04979800552446597,728.3332353088099,6.415375689681599,635,0.2277333808296365,0.4939702611459449,42.61148909693011
40,OK,Oklahoma,2020,162,248439.3503,24886.456299999998,0.10017115352277589,1097.4342335067684,6.758710497427354,875,0.32209881447270877,0.43778557409953106,44.452336414759976
41,OR,Oregon,2000,151,315523.45,50844.229999999996,0.16114247609805227,590.0085979029451,6.1677706794589495,462,0.33902082396728356,0.5311106670518466,40.5678625471419
41,OR,Oregon,2010,182,260502.75,34262.36,0.13152398583124364,847.974555738855,6.468258271732085,673,0.31294613972405283,0.47689254719959767,43.432467718670914
41,OR,Oregon,2020,178,279461.9976,45870.8258,0.1641397620926474,1146.6732915928317,6.843047676699129,985,0.414315922359241,0.4862840767871187,42.18791442361035
42,PA,Pennsylvania,2000,434,992186.2,44021.51,0.044368194195807203,680.9874016993988,6.266354705894984,574,0.2788075867211215,0.4876073765186414,42.80290648065858
42,PA,Pennsylvania,2010,375,810514.37,67341.88,0.0830853622003025,816.7244323996377,6.467343072148191,692,0.2818673652880454,0.5142038999259199,44.60465732396576
42,PA,Pennsylvania,2020,268,884236.0757,94166.1847,0.10649439362158337,1176.4766332328913,6.868770715683133,965.5,0.5304041871722063,0.5027190043655442,43.918714408657095
44,RI,Rhode Island,2000,103,80763.2,6664.75,0.08252211403213346,783.7309302999386,6.4089562603267725,600,0.39280340551142107,0.4608657160687045,43.014393808071006
44,RI,Rhode Island,2010,192,75538.93,11988.289999999999,0.15870346588176454,955.4186180556172,6.609249340160669,799,0.3762471880393329,0.4522756676590468,46.78385648300817
44,RI,Rhode Island,2020,80,71924.2903,15705.3107,0.218358924842947,1191.920148409167,6.7926701452166265,1059.5,0.44194478760119243,0.4850398600318202,44.34048392410763
45,SC,South Carolina,2000,119,353769.1,8109.51,0.0229231722046951,605.202932025437,6.270626273911786,540,0.21065090195836778,0.5160964595268497,42.31768851490987
45,SC,South Carolina,2010,147,258110.62,9579.45,0.037113738287870526,748.7185409108699,6.446259662639232,673,0.31540937757617254,0.43618298231975117,41.54207819887458
45,SC,South Carolina,2020,134,279376.2892,14041.2104,0.0502591341599078,928.4598243264232,6.627671960335249,800,0.28325527168609843,0.4852587894563531,44.6446413230547
46,SD,South Dakota,2000,113,54031.3,3379.91,0.06255466738723665,502.74410332529476,6.037937047803387,440,0.32912682093527273,0.4460695929951713,42.407042769653884
46,SD,South Dakota,2010,185,52526.99,2643.52,0.05032688909073221,667.3664460880017,6.3001952770028895,550,0.3017882806534317,0.5469405347612722,44.974804000762276
46,SD,South Dakota,2020,105,55707.1459,1402.2767,0.025172294816848618,989.5384595318137,6.773967060636715,903,0.2525795976921517,0.4548474543191414,45.3419644588182
47,TN,Tennessee,2000,181,547154.27,11926.16,0.021796704611297284,593.1150569290083,6.137782840811889,462,0.2260016174231812,0.5167519939120643,40.381874512283346
47,TN,Tennessee,2010,161,388886.65,31991.75,0.08226497361120522,712.8598052157357,6.34948774687105,577,0.32938492488749616,0.571070670592575,44.31662629714854
47,TN,Tennessee,2020,182,410117.1451,32531.3266,0.07932203515185349,1148.9911083961165,6.829497291093604,911,0.4335936885950979,0.49862443168557985,43.854217516106466
48,TX,Texas,2000,526,1562507.38,257116.38,0.16455370597993593,640.7309887009942,6.2705681351529865,498.5,0.2565930152598703,0.4484222532120136,39.4751162135311
48,TX,Texas,2010,593,1440207.64,267172.55,0.18550974358114083,807.4276458289029,6.423224861987857,650,0.3715631448809701,0.49484580570618275,43.618536997901224
48,TX,Texas,2020,551,1678397.548,452432.9122,0.2695624244322359,1037.4635331467966,6.708345249338409,865,0.3605467614756072,0.4604633603170636,43.0300149848646
49,UT,Utah,2000,122,147859.22,10089.25,0.0682355148363423,678.3607187296132,6.274708818068832,547.5,0.33112659460803323,0.42410652511219793,40.284238209832296
49,UT,Utah,2010,118,154851.7,11488.460000000001,0.07419007992808603,823.4401009481975,6.395410674546389,705.5,0.3476387408081409,0.4254775375407567,43.39802740299267
49,UT,Utah,2020,172,208347.64979999998,18524.2564,0.08891032088810248,1074.4758904287867,6.764081221190114,937.5,0.4914642776066486,0.4704381858594884,41.224437016903664
50,VT,Vermont,2000,123,56655.71,3001.04,0.052969771272833754,611.241161217466,6.227899476850695,535,0.4085625261778557,0.5144229946107816,41.737633329456116
50,VT,Vermont,2010,179,49293.63,2065.68,0.041905617419532706,834.6514557763346,6.462256073664352,753,0.4473924927013896,0.6025691352006335,46.282775279483374
50,VT,Vermont,2020,122,45899.04,3364.5077,0.07330235447190181,1008.0139965803206,6.728171156474273,895,0.5430684846567597,0.5359406122655288,44.30115126155144
51,VA,Virginia,2000,163,618397.35,28151.92,0.04552399844533616,705.3452171973247,6.3493163329088445,577,0.3235809467812241,0.5156324004299178,41.24620763656248
51,VA,Virginia,2010,237,516757.21,87858.61,0.170019127551215,1063.903147998651,6.684109009998555,900,0.4303171309404662,0.4831642310322095,44.153154612008215
51,VA,Virginia,2020,186,522486.3948,122077.4536,0.2336471433801246,1356.974442895867,6.98476279953428,1153,0.6063601620120118,0.4418188230305284,44.41368798011044
53,WA,Washington,2000,135,515166.51,66749.66,0.12956909796019156,710.5082062690759,6.3131393961567,615,0.3108554164361344,0.5230507511056959,42.2830934409925
53,WA,Washington,2010,198,431709.45,80652.36,0.1868209278254159,1001.0193455806909,6.690663446738759,865,0.44655851290723425,0.48177013498314664,43.588470347359774
53,WA,Washington,2020,186,486142.5847,102694.0906,0.21124273789627546,1309.3528488359148,6.969101482954184,1146.5,0.5006642062640928,0.41694089178606364,42.95562363002345
54,WV,West Virginia,2000,114,123376.84999999999,3186.47,0.025827130454376165,503.5290819955283,5.956063344692154,450,0.16571026087957344,0.4757646187270951,41.00590548388941
54,WV,West Virginia,2010,104,97255.58,2279.9300000000003,0.023442665192064047,941.9194635413206,6.615739059873625,865,0.3739989006286323,0.4849661068290374,45.40202063470291
54,WV,West Virginia,2020,179,122356.626,2594.0436,0.021200679397615947,902.4530172097096,6.624459236950502,800,0.27610440075390763,0.4632506187282412,43.502057943310724
55,WI,Wisconsin,2000,174,508918.94,21173.64,0.04160513263664347,679.5318148308647,6.312901443372352,577,0.27518144638122527,0.5108932868562526,40.83699066102747
55,WI,Wisconsin,2010,213,355936.81,15305.79,0.04300142488774904,828.7989938157843,6.501164345809356,762,0.39355850832062017,0.5441883350024966,44.14816871567737
55,WI,Wisconsin,2020,137,410598.2967,26478.1114,0.06448665669781382,1042.3687877765617,6.737239697493931,865,0.38473253656826484,0.4847314116975488,43.640691335093884
56,WY,Wyoming,2000,151,42995.54,1400.64,0.03257640211054449,598.5973277693454,6.176423708156123,508,0.24412043667785077,0.42843513536520295,41.980605197655386
56,WY,Wyoming,2010,163,36677.81,1128.51,0.03076819472045905,895.6223318676879,6.593359225058168,831,0.2783702189416435,0.459859244595029,45.38351035680702
56,WY,Wyoming,2020,129,34757.7828,1480.6403,0.0425988132936949,1139.0300271886156,6.838288796690891,1040,0.3574530478969447,0.4246957921608279,43.16130368073996
